weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
954.322,alive,none,belted,1,m,18,1998,1987,unavail,driver,0,0
196.464,alive,none,none,1,m,19,1998,1989,unavail,pass,0,0
353.236,alive,none,none,1,m,17,1998,1980,unavail,driver,0,1
29.436,alive,none,belted,1,m,16,1998,1986,unavail,driver,0,1
94.831,alive,none,belted,1,m,51,1998,1994,unavail,driver,0,0
94.831,alive,none,belted,0,f,43,1998,1994,unavail,driver,0,3
315.391,alive,none,belted,1,m,35,1998,1994,unavail,driver,0,3
29.816,alive,airbag,none,0,m,33,1998,1998,nodeploy,driver,0,2
29.816,alive,airbag,none,0,m,26,1998,1998,nodeploy,pass,0,3
1958.276,alive,none,none,1,m,26,1998,1990,unavail,driver,0,2
29.816,alive,none,none,1,m,45,1998,1990,unavail,driver,0,2
29.816,alive,none,none,1,m,43,1998,1990,unavail,pass,0,2
29.816,alive,airbag,none,1,f,21,1998,1997,deploy,pass,1,1
19.433,alive,none,belted,0,m,70,1998,1984,unavail,driver,0,3
19.433,alive,none,none,0,m,37,1998,1984,unavail,pass,0,3
388.677,alive,airbag,belted,1,m,53,1998,1996,deploy,driver,1,1
19.433,alive,none,none,1,m,39,1998,1989,unavail,driver,0,3
939.036,alive,none,belted,1,f,54,1998,1988,unavail,driver,0,2
2489.383,alive,none,belted,1,m,80,1998,1984,unavail,driver,0,0
186.942,alive,airbag,belted,1,f,77,1998,1994,deploy,pass,1,5
19.433,alive,none,belted,0,f,19,1998,1990,unavail,driver,0,3
152.107,alive,none,belted,0,f,42,1998,1991,unavail,driver,0,1
1846.416,alive,none,belted,1,f,19,1998,1986,unavail,driver,0,1
22.625,dead,airbag,belted,0,f,39,1998,1992,deploy,driver,1,4
2329.294,alive,airbag,belted,1,f,25,1998,1994,deploy,driver,1,0
29.816,alive,airbag,belted,1,f,38,1998,1994,nodeploy,driver,0,0
516.74,alive,airbag,belted,0,m,31,1998,1995,nodeploy,driver,0,1
516.74,alive,airbag,belted,0,f,29,1998,1995,nodeploy,pass,0,0
21.324,alive,airbag,belted,1,f,69,1998,1992,deploy,driver,1,3
21.324,alive,none,none,1,m,37,1998,1993,unavail,pass,0,3
19.433,alive,none,belted,0,f,16,1998,1989,unavail,driver,0,3
19.433,alive,none,belted,1,m,57,1998,1994,unavail,driver,0,0
783.281,alive,airbag,none,1,m,17,1998,1993,nodeploy,driver,0,1
19.433,alive,none,belted,0,f,19,1998,1991,unavail,driver,0,3
465.801,alive,airbag,belted,0,f,56,1998,1995,nodeploy,driver,0,0
794.797,alive,none,belted,0,m,45,1998,1991,unavail,driver,0,1
329.587,alive,none,none,0,m,17,1998,1987,unavail,driver,0,1
329.587,alive,none,none,0,m,16,1998,1987,unavail,pass,0,1
329.587,alive,airbag,belted,1,f,46,1998,1992,deploy,driver,1,0
379.904,alive,airbag,belted,0,m,43,1998,1995,nodeploy,driver,0,0
379.904,alive,airbag,belted,0,f,42,1998,1995,nodeploy,pass,0,0
186.942,alive,none,none,1,m,84,1998,1988,unavail,pass,0,3
186.942,alive,none,belted,1,f,59,1998,1987,unavail,driver,0,3
22.625,dead,none,none,1,f,77,1998,1985,unavail,driver,0,4
22.625,alive,none,belted,1,m,49,1998,1988,unavail,driver,0,1
22.625,alive,none,belted,1,f,49,1998,1988,unavail,pass,0,1
29.816,alive,none,none,1,m,26,1998,1991,unavail,driver,0,0
29.816,alive,airbag,belted,1,f,25,1998,1997,nodeploy,driver,0,3
248.071,alive,airbag,belted,1,f,38,1998,1995,nodeploy,driver,0,0
149.904,alive,airbag,belted,1,f,31,1998,1996,deploy,driver,1,2
385.903,alive,airbag,belted,1,f,23,1998,1996,deploy,driver,1,1
1745.595,alive,none,belted,1,f,19,1998,1985,unavail,pass,0,0
294.052,alive,airbag,belted,1,m,31,1998,1996,deploy,driver,1,0
141.081,alive,airbag,belted,1,f,18,1998,1994,deploy,driver,1,3
19.433,alive,none,belted,0,m,19,1998,1985,unavail,driver,0,1
220.935,alive,airbag,none,1,f,21,1998,1995,deploy,driver,1,3
19.433,alive,airbag,none,1,f,33,1998,1995,deploy,driver,1,1
232.526,alive,none,belted,1,f,50,1998,1992,unavail,driver,0,2
694.606,alive,none,none,0,m,36,1998,1992,unavail,driver,0,2
694.606,alive,none,belted,0,f,67,1998,1992,unavail,pass,0,2
36.364,alive,none,none,1,f,40,1998,1994,unavail,pass,0,2
36.364,alive,airbag,none,1,f,37,1998,1997,deploy,driver,1,1
1431.545,alive,none,belted,0,m,28,1998,1985,unavail,driver,0,0
294.48,alive,airbag,belted,0,f,26,1998,1996,nodeploy,driver,0,1
618.366,alive,none,none,1,f,17,1998,1987,unavail,driver,0,2
66.292,dead,airbag,none,1,m,24,1998,1998,deploy,driver,1,4
177.717,alive,airbag,belted,1,f,21,1998,1997,deploy,driver,1,1
960.545,alive,airbag,belted,1,m,73,1998,1996,nodeploy,driver,0,0
632.121,alive,airbag,belted,1,f,34,1998,1998,nodeploy,driver,0,2
1008.813,alive,airbag,belted,0,f,28,1998,1997,nodeploy,driver,0,1
111.213,alive,none,none,1,f,20,1998,1989,unavail,driver,0,2
84.677,alive,none,belted,1,m,39,1998,1989,unavail,driver,0,3
84.677,alive,none,none,1,m,43,1998,1991,unavail,driver,0,3
341.634,alive,none,belted,1,f,37,1998,1992,unavail,driver,0,0
341.634,alive,none,belted,1,f,46,1998,1992,unavail,pass,0,1
87.36,alive,airbag,none,0,f,51,1998,1996,nodeploy,driver,0,0
990.681,alive,airbag,none,1,f,57,1998,1992,deploy,driver,1,1
1141.923,alive,airbag,belted,1,f,19,1998,1995,deploy,driver,1,0
165.653,alive,airbag,belted,1,f,49,1998,1996,deploy,driver,1,1
449.049,alive,none,belted,1,f,35,1998,1993,unavail,driver,0,0
1032.761,alive,none,belted,0,m,84,1998,1985,unavail,driver,0,0
39.643,alive,none,none,1,m,34,1998,1989,unavail,driver,0,3
213.302,alive,none,none,1,m,86,1998,1988,unavail,driver,0,1
213.302,alive,none,none,1,f,84,1998,1988,unavail,pass,0,2
234.556,alive,airbag,belted,0,f,77,1998,1995,nodeploy,driver,0,2
400.223,alive,airbag,belted,0,m,27,1998,1989,deploy,driver,1,0
461.322,alive,none,belted,0,f,28,1998,1989,unavail,pass,0,0
66.292,dead,none,none,1,m,72,1998,1988,unavail,driver,0,4
66.292,alive,none,belted,1,m,38,1998,1984,unavail,pass,0,2
1373.195,alive,airbag,belted,0,m,59,1998,1995,nodeploy,driver,0,0
188.901,alive,airbag,belted,1,f,41,1998,1997,deploy,driver,1,2
0,alive,airbag,belted,1,m,77,1998,1998,deploy,driver,1,0
0,alive,airbag,belted,1,f,69,1998,1998,deploy,pass,1,2
0,alive,none,none,1,f,17,1998,1985,unavail,pass,0,1
0,alive,airbag,belted,1,f,28,1998,1998,deploy,driver,1,0
0,alive,none,none,0,f,30,1998,1992,unavail,driver,0,1
0,alive,airbag,none,1,m,79,1998,1998,deploy,driver,1,1
58.801,alive,none,none,1,m,55,1998,1985,unavail,driver,0,3
58.801,alive,none,belted,0,f,34,1998,1989,unavail,pass,0,0
148.003,alive,none,belted,0,f,37,1998,1992,unavail,driver,0,0
434.817,alive,none,belted,1,f,35,1998,1980,unavail,driver,0,3
434.817,alive,none,belted,1,f,16,1998,1980,unavail,pass,0,3
47.816,alive,none,belted,0,f,47,1998,1990,unavail,driver,0,1
73.005,alive,none,belted,0,f,18,1998,1990,unavail,driver,0,3
73.005,alive,none,belted,0,m,20,1998,1990,unavail,pass,0,3
73.005,alive,airbag,belted,1,f,24,1998,1996,deploy,driver,1,3
38.074,alive,none,belted,1,f,32,1998,1990,unavail,driver,0,3
41.818,alive,airbag,belted,0,f,68,1998,1992,deploy,driver,1,3
172.6,alive,airbag,belted,1,m,33,1998,1997,deploy,pass,1,3
45.679,alive,airbag,none,1,m,35,1998,1997,nodeploy,driver,0,3
90.541,alive,none,belted,1,m,25,1998,1994,unavail,pass,0,0
217.758,alive,airbag,belted,0,m,44,1998,1995,deploy,driver,1,0
94.925,alive,airbag,belted,1,f,16,1998,1995,deploy,driver,1,3
94.925,alive,none,belted,1,m,35,1998,1995,unavail,driver,0,1
41.53,alive,airbag,none,0,f,45,1998,1998,nodeploy,pass,0,3
348.927,alive,airbag,belted,1,f,38,1998,1996,deploy,driver,1,2
29.841,alive,none,none,0,m,40,1998,1984,unavail,pass,0,2
55.73,alive,airbag,belted,0,f,23,1998,1995,nodeploy,driver,0,3
55.73,alive,airbag,belted,0,m,24,1998,1996,nodeploy,pass,0,0
55.73,alive,airbag,belted,1,f,24,1998,1996,deploy,driver,1,3
73.041,alive,none,belted,1,m,17,1998,1986,unavail,driver,0,3
67.318,alive,airbag,belted,1,f,69,1998,1996,deploy,driver,1,3
29.452,alive,none,none,1,f,28,1998,1989,unavail,driver,0,2
29.452,alive,none,belted,1,f,55,1998,1989,unavail,pass,0,3
35.108,alive,airbag,belted,1,m,40,1998,1996,deploy,driver,1,3
35.108,alive,none,belted,1,f,20,1998,1992,unavail,driver,0,3
33.413,alive,airbag,none,0,f,30,1998,1993,nodeploy,pass,0,1
32.544,alive,none,belted,0,f,16,1998,1991,unavail,driver,0,0
20.413,dead,airbag,belted,1,m,30,1998,1998,deploy,driver,1,4
20.413,alive,none,belted,1,f,52,1998,1988,unavail,driver,0,3
20.413,alive,none,belted,1,f,83,1998,1988,unavail,pass,0,3
82.704,alive,airbag,belted,0,f,19,1998,1996,deploy,driver,1,3
82.704,alive,airbag,belted,0,f,40,1998,1996,deploy,pass,1,3
36.183,alive,airbag,belted,0,m,32,1998,1998,deploy,driver,1,3
43.132,alive,none,none,1,f,20,1998,1985,unavail,driver,0,3
57.496,alive,none,belted,1,f,18,1998,1992,unavail,driver,0,3
29.986,alive,airbag,belted,1,f,35,1998,1992,deploy,driver,1,2
29.986,alive,none,belted,1,f,35,1998,1994,unavail,driver,0,3
16.679,alive,none,belted,0,f,27,1998,1991,unavail,driver,0,0
16.679,alive,airbag,belted,1,f,72,1998,1997,deploy,driver,1,3
18.708,dead,none,none,0,m,44,1998,1993,unavail,driver,0,3
26.229,dead,none,none,0,m,35,1998,1986,unavail,driver,0,4
26.271,alive,airbag,belted,0,f,16,1998,1996,nodeploy,driver,0,3
26.271,alive,airbag,belted,0,f,16,1998,1996,nodeploy,pass,0,3
26.271,alive,none,belted,1,f,39,1998,1987,unavail,driver,0,3
67.495,alive,airbag,belted,1,f,48,1998,1990,deploy,driver,1,3
67.495,alive,airbag,none,1,f,36,1998,1991,deploy,driver,1,3
20.413,dead,airbag,belted,0,m,34,1998,1991,deploy,driver,1,4
32.988,alive,airbag,belted,1,m,24,1998,1998,deploy,driver,1,3
17.204,alive,airbag,belted,1,f,47,1998,1995,deploy,driver,1,0
1976.782,alive,airbag,belted,1,m,37,1998,1998,deploy,driver,1,2
33.257,alive,none,belted,0,f,29,1998,1993,unavail,driver,0,3
86.858,alive,airbag,belted,1,f,22,1998,1998,nodeploy,driver,0,3
38.001,alive,airbag,belted,1,f,51,1998,1996,deploy,driver,1,3
27.381,alive,airbag,belted,0,f,43,1998,1995,nodeploy,driver,0,2
27.381,alive,airbag,none,1,f,61,1998,1990,deploy,driver,1,2
27.381,alive,airbag,belted,1,m,45,1998,1994,nodeploy,driver,0,0
27.381,alive,airbag,belted,1,f,52,1998,1996,deploy,driver,1,3
20.413,alive,airbag,belted,0,m,39,1998,1996,deploy,driver,1,2
20.413,alive,airbag,belted,1,m,49,1998,1998,deploy,driver,1,2
20.413,alive,airbag,belted,1,f,44,1998,1998,deploy,pass,1,2
707.178,alive,airbag,belted,1,m,25,1998,1998,deploy,driver,1,1
377.653,alive,none,belted,0,f,48,1998,1993,unavail,driver,0,3
20.413,dead,none,belted,0,f,46,1998,1988,unavail,driver,0,4
14.911,alive,airbag,belted,0,m,34,1998,1995,deploy,pass,1,3
14.911,alive,none,belted,1,m,32,1998,1994,unavail,driver,0,3
18.751,alive,airbag,belted,0,f,60,1998,1997,nodeploy,driver,0,3
18.751,alive,airbag,belted,0,m,61,1998,1997,nodeploy,pass,0,3
22.352,alive,airbag,belted,1,m,20,1998,1991,deploy,driver,1,3
22.352,alive,airbag,belted,0,m,20,1998,1993,nodeploy,driver,0,3
75.452,alive,none,belted,1,m,19,1998,1986,unavail,driver,0,3
27.456,alive,airbag,belted,1,f,28,1998,1997,deploy,driver,1,3
1847.092,alive,airbag,belted,1,m,28,1998,1994,deploy,driver,1,1
25.765,alive,airbag,belted,0,f,24,1998,1998,nodeploy,driver,0,3
25.765,alive,airbag,belted,0,f,31,1998,1998,nodeploy,pass,0,3
25.765,alive,none,none,1,f,30,1998,1996,unavail,pass,0,3
161.244,alive,airbag,belted,0,f,78,1998,1993,nodeploy,pass,0,3
44.921,alive,airbag,belted,0,f,54,1998,1996,nodeploy,driver,0,3
84.1,alive,none,belted,1,m,40,1998,1991,unavail,driver,0,0
52.647,alive,airbag,belted,0,f,41,1998,1999,deploy,driver,1,3
52.647,alive,airbag,belted,0,m,42,1998,1999,deploy,pass,1,3
52.647,alive,airbag,belted,1,m,45,1998,1994,deploy,driver,1,3
52.647,alive,airbag,belted,1,f,51,1998,1994,deploy,pass,1,3
37.66,alive,none,none,1,f,19,1998,1989,unavail,driver,0,3
53.404,alive,none,belted,1,f,31,1998,1994,unavail,driver,0,3
53.404,alive,airbag,belted,0,f,38,1998,1995,nodeploy,pass,0,3
49.456,dead,airbag,none,1,f,73,1998,1998,deploy,driver,1,4
70.516,alive,airbag,belted,0,f,51,1998,1992,nodeploy,driver,0,3
52.52,dead,airbag,belted,0,m,54,1998,1995,deploy,driver,1,4
98.086,alive,airbag,belted,1,f,69,1998,1994,deploy,driver,1,3
98.086,alive,none,belted,1,m,33,1998,1994,unavail,pass,0,0
30.491,alive,none,belted,0,m,21,1998,1989,unavail,driver,0,3
44.973,alive,airbag,belted,1,m,27,1998,1994,deploy,driver,1,3
0,alive,airbag,belted,1,f,19,1998,1998,deploy,driver,1,2
0,alive,airbag,belted,1,f,45,1998,1998,deploy,pass,1,2
0,alive,airbag,none,1,m,35,1998,1998,deploy,driver,1,3
0,alive,airbag,belted,1,m,17,1998,1998,deploy,pass,1,3
0,alive,airbag,belted,1,f,18,1998,1998,deploy,pass,1,2
0,alive,airbag,belted,1,f,41,1998,1998,deploy,driver,1,2
74.101,alive,airbag,none,1,f,39,1998,1996,deploy,driver,1,3
6404.83,alive,airbag,belted,0,f,41,1998,1997,nodeploy,driver,0,0
5565.726,alive,airbag,none,1,f,21,1998,1998,deploy,driver,1,1
5565.726,alive,airbag,none,1,m,31,1998,1998,deploy,pass,1,1
872.549,alive,airbag,belted,1,f,18,1998,1997,nodeploy,driver,0,0
49.69,alive,none,belted,0,m,16,1998,1986,unavail,driver,0,3
3722.342,alive,airbag,belted,0,f,48,1998,1997,nodeploy,driver,0,0
46.566,dead,airbag,belted,0,f,47,1998,1993,deploy,driver,1,4
87.939,alive,airbag,belted,1,f,42,1998,1996,deploy,driver,1,3
51.512,alive,none,belted,0,m,18,1998,1992,unavail,driver,0,3
49.483,alive,airbag,none,1,m,63,1998,1996,deploy,driver,1,2
49.483,alive,none,belted,0,m,17,1998,1989,unavail,driver,0,3
49.483,alive,none,belted,0,m,17,1998,1989,unavail,pass,0,3
49.69,alive,none,belted,1,m,25,1998,1992,unavail,driver,0,1
49.69,alive,none,belted,1,f,24,1998,1992,unavail,pass,0,2
939.111,alive,airbag,belted,1,f,53,1998,1997,nodeploy,pass,0,0
1412.536,alive,none,belted,1,m,19,1998,1991,unavail,driver,0,0
46.566,dead,none,belted,1,f,47,1998,1986,unavail,driver,0,4
49.483,dead,airbag,none,0,m,34,1998,1996,deploy,driver,1,3
183.746,alive,airbag,belted,1,f,23,1998,1995,deploy,driver,1,2
720.453,alive,airbag,belted,1,m,23,1998,1998,nodeploy,driver,0,0
720.453,alive,airbag,belted,1,m,47,1998,1997,nodeploy,driver,0,0
720.453,alive,airbag,belted,0,f,49,1998,1996,nodeploy,driver,0,0
46.566,alive,none,none,1,f,50,1998,1992,unavail,driver,0,2
49.483,alive,airbag,none,0,m,20,1998,1995,nodeploy,driver,0,3
49.69,alive,none,belted,0,m,17,1998,1987,unavail,driver,0,3
49.69,alive,none,belted,0,m,17,1998,1987,unavail,pass,0,3
121.619,alive,airbag,belted,1,m,32,1998,1997,deploy,driver,1,2
398.985,alive,none,belted,1,m,42,1998,1996,unavail,driver,0,2
398.985,alive,airbag,belted,0,m,60,1998,1998,nodeploy,driver,0,0
49.483,alive,airbag,none,1,f,73,1998,1994,deploy,driver,1,1
49.483,alive,airbag,belted,0,f,42,1998,1996,nodeploy,driver,0,3
89.248,alive,none,belted,1,f,21,1998,1993,unavail,driver,0,0
349.934,alive,airbag,belted,0,f,18,1998,1997,nodeploy,driver,0,0
349.934,alive,airbag,belted,0,f,48,1998,1997,nodeploy,pass,0,0
49.483,alive,airbag,none,1,f,27,1998,1995,deploy,driver,1,3
49.483,alive,none,belted,1,m,19,1998,1988,unavail,driver,0,0
191.794,alive,airbag,belted,0,m,25,1998,1996,nodeploy,driver,0,1
191.794,alive,airbag,belted,0,f,27,1998,1996,nodeploy,pass,0,1
49.483,alive,none,belted,1,f,24,1998,1991,unavail,driver,0,1
49.483,alive,airbag,belted,1,f,51,1998,1995,deploy,driver,1,3
200.896,alive,none,belted,0,f,17,1998,1988,unavail,driver,0,2
200.896,alive,none,none,0,m,17,1998,1988,unavail,pass,0,3
200.896,alive,airbag,belted,1,f,25,1998,1995,nodeploy,driver,0,2
200.896,alive,airbag,belted,1,m,35,1998,1996,nodeploy,driver,0,1
200.896,alive,airbag,belted,1,m,57,1998,1998,deploy,driver,1,1
49.483,alive,airbag,none,1,m,55,1998,1996,deploy,driver,1,3
49.483,alive,airbag,belted,1,f,71,1998,1994,deploy,driver,1,3
209.47,alive,airbag,belted,0,f,51,1998,1997,nodeploy,pass,0,0
209.47,alive,none,none,1,f,33,1998,1986,unavail,driver,0,1
821.317,alive,none,belted,0,m,26,1998,1990,unavail,driver,0,0
821.317,alive,airbag,belted,1,m,40,1998,1996,deploy,driver,1,1
1235.359,alive,airbag,belted,1,m,23,1998,1993,nodeploy,driver,0,0
49.483,alive,airbag,belted,1,m,38,1998,1997,deploy,driver,1,1
49.483,alive,airbag,belted,0,m,67,1998,1996,deploy,driver,1,3
49.69,alive,none,belted,1,m,72,1998,1990,unavail,driver,0,1
49.69,alive,airbag,belted,1,f,74,1998,1992,deploy,driver,1,3
176.304,alive,airbag,belted,0,f,28,1998,1995,nodeploy,driver,0,1
691.275,alive,airbag,belted,1,m,26,1998,1996,nodeploy,driver,0,0
691.275,alive,airbag,belted,1,m,46,1998,1997,deploy,driver,1,1
708.646,alive,none,none,0,m,24,1998,1986,unavail,driver,0,1
708.646,alive,airbag,belted,1,m,20,1998,1993,nodeploy,driver,0,0
174.39,alive,airbag,belted,1,f,62,1998,1997,nodeploy,driver,0,0
262.303,alive,none,belted,1,f,16,1998,1991,unavail,pass,0,0
515.997,alive,airbag,belted,0,f,38,1998,1993,deploy,driver,1,0
515.997,alive,none,belted,1,f,25,1998,1990,unavail,pass,0,1
176.09,alive,airbag,belted,0,f,33,1998,1996,nodeploy,driver,0,1
49.69,alive,none,belted,0,m,55,1998,1995,unavail,driver,0,0
49.69,alive,none,belted,1,m,46,1998,1987,unavail,driver,0,3
133.522,alive,airbag,none,0,m,42,1998,1997,deploy,driver,1,2
523.529,alive,airbag,belted,1,f,20,1998,1996,deploy,pass,1,1
45.632,alive,none,belted,1,m,31,1998,1992,unavail,driver,0,2
45.632,alive,none,none,1,m,28,1998,1992,unavail,pass,0,0
45.632,alive,none,none,1,m,23,1998,1992,unavail,driver,0,3
461.313,alive,none,belted,0,m,22,1998,1981,unavail,driver,0,2
53.665,alive,none,belted,1,m,47,1998,1989,unavail,driver,0,3
53.665,alive,none,belted,1,m,16,1998,1989,unavail,pass,0,0
53.665,alive,none,belted,0,m,23,1998,1990,unavail,driver,0,0
46.566,dead,none,none,1,f,17,1998,1994,unavail,driver,0,4
49.69,alive,none,belted,1,m,30,1998,1991,unavail,pass,0,3
46.709,alive,airbag,belted,1,m,49,1998,1990,deploy,driver,1,2
49.69,dead,none,belted,0,f,19,1998,1992,unavail,driver,0,3
502.332,alive,none,belted,1,f,56,1998,1985,unavail,driver,0,2
49.483,alive,none,belted,1,m,32,1998,1994,unavail,driver,0,0
127.703,alive,airbag,belted,1,f,69,1998,1996,deploy,driver,1,2
49.483,alive,airbag,belted,1,m,37,1998,1995,deploy,driver,1,1
49.483,alive,none,belted,1,f,49,1998,1989,unavail,driver,0,3
349.623,alive,none,none,1,m,32,1998,1987,unavail,driver,0,2
49.483,alive,airbag,belted,1,f,35,1998,1995,deploy,driver,1,3
49.69,alive,none,belted,1,f,68,1998,1984,unavail,driver,0,3
156.184,alive,none,none,1,f,17,1998,1988,unavail,pass,0,2
156.184,alive,airbag,none,1,f,17,1998,1995,deploy,driver,1,2
49.69,alive,none,none,0,m,43,1998,1987,unavail,driver,0,3
49.69,alive,airbag,belted,1,f,33,1998,1993,deploy,driver,1,0
49.69,alive,none,none,1,m,70,1998,1983,unavail,driver,0,0
49.69,alive,none,none,1,m,30,1998,1986,unavail,driver,0,3
82.154,alive,none,none,1,m,34,1998,1985,unavail,driver,0,3
830.522,alive,airbag,belted,0,m,28,1998,1992,nodeploy,driver,0,0
1493.027,alive,airbag,belted,1,f,31,1998,1993,deploy,driver,1,1
46.566,dead,none,belted,1,f,46,1998,1988,unavail,driver,0,4
49.69,alive,airbag,none,1,m,58,1998,1992,deploy,driver,1,1
131.685,alive,airbag,belted,1,f,50,1998,1998,nodeploy,driver,0,1
516.325,alive,airbag,belted,0,f,18,1998,1999,nodeploy,driver,0,1
642.344,alive,airbag,belted,1,f,23,1998,1995,deploy,driver,1,0
642.344,alive,none,belted,1,m,46,1998,1986,unavail,driver,0,0
49.483,alive,airbag,none,0,f,49,1998,1997,nodeploy,driver,0,3
49.483,alive,airbag,belted,1,f,20,1998,1995,deploy,driver,1,2
127.601,alive,airbag,belted,1,m,32,1998,1998,nodeploy,pass,0,2
49.69,alive,none,none,1,m,24,1998,1989,unavail,driver,0,3
134.747,alive,airbag,belted,1,f,16,1998,1997,deploy,driver,1,1
442.052,alive,airbag,belted,0,f,35,1998,1992,nodeploy,driver,0,0
442.052,alive,none,none,1,m,18,1998,1988,unavail,driver,0,0
599.619,alive,none,belted,1,m,32,1998,1990,unavail,driver,0,0
21.279,alive,none,none,1,m,62,1998,1972,unavail,driver,0,3
46.566,dead,airbag,none,1,m,36,1998,1996,nodeploy,driver,0,4
56.978,alive,airbag,belted,0,f,60,1998,1998,deploy,driver,1,1
648.408,alive,airbag,belted,1,m,56,1998,1996,nodeploy,driver,0,0
339.042,alive,airbag,belted,1,m,73,1998,1995,deploy,driver,1,0
1112.263,alive,none,belted,0,f,23,1998,1993,unavail,driver,0,1
1112.263,alive,none,belted,0,m,22,1998,1993,unavail,pass,0,2
49.483,alive,airbag,none,0,f,16,1998,1995,deploy,pass,1,3
134.747,alive,none,belted,1,m,55,1998,1985,unavail,driver,0,0
134.747,alive,none,none,1,f,26,1998,1985,unavail,pass,0,2
528.332,alive,none,belted,1,f,16,1998,1985,unavail,driver,0,0
46.566,alive,none,none,1,f,21,1998,1986,unavail,pass,0,3
46.566,dead,none,belted,1,m,24,1998,1994,unavail,pass,0,4
46.566,alive,none,belted,1,f,43,1998,1993,unavail,driver,0,2
304.103,alive,none,belted,0,m,22,1998,1993,unavail,pass,0,3
49.483,alive,airbag,none,1,m,73,1998,1997,deploy,driver,1,3
49.483,alive,airbag,none,1,f,26,1998,1995,deploy,driver,1,0
49.483,alive,airbag,none,1,f,26,1998,1995,deploy,pass,1,3
49.483,alive,airbag,none,1,m,41,1998,1997,deploy,driver,1,3
49.483,alive,airbag,belted,1,f,23,1998,1995,deploy,driver,1,3
84.612,alive,airbag,belted,1,m,38,1998,1994,deploy,driver,1,3
1022.323,alive,airbag,belted,1,m,28,1998,1997,deploy,driver,1,0
0,alive,none,belted,1,f,16,1998,1993,unavail,driver,0,1
0,alive,airbag,belted,0,f,20,1998,1998,deploy,driver,1,1
0,alive,airbag,belted,1,f,23,1998,1998,deploy,driver,1,2
0,alive,airbag,belted,1,f,41,1998,1998,deploy,driver,1,1
0,alive,airbag,belted,1,f,47,1998,1998,deploy,driver,1,1
426.933,alive,none,belted,1,f,37,1998,1993,unavail,driver,0,3
32.467,dead,airbag,belted,0,m,22,1998,1991,deploy,driver,1,4
32.467,alive,none,belted,1,m,26,1998,1994,unavail,driver,0,3
31.155,alive,none,none,0,m,24,1998,1986,unavail,driver,0,2
31.155,alive,none,none,0,f,47,1998,1986,unavail,pass,0,3
1056.514,alive,airbag,belted,0,f,23,1998,1997,deploy,driver,1,1
38.635,alive,airbag,belted,0,m,29,1998,1994,deploy,driver,1,1
38.635,alive,airbag,belted,1,f,39,1998,1997,deploy,driver,1,1
31.155,alive,none,none,0,m,52,1998,1986,unavail,driver,0,3
31.155,alive,none,belted,1,m,28,1998,1986,unavail,driver,0,1
140.652,alive,airbag,belted,0,f,26,1998,1997,deploy,driver,1,1
31.155,alive,none,belted,1,m,37,1998,1980,unavail,driver,0,3
31.155,alive,airbag,none,1,m,21,1998,1997,deploy,driver,1,0
31.155,alive,none,belted,0,m,33,1998,1990,unavail,driver,0,3
149.546,alive,none,belted,0,f,64,1998,1992,unavail,driver,0,3
1661.071,alive,airbag,belted,0,f,35,1998,1997,nodeploy,driver,0,0
1661.071,alive,airbag,belted,0,m,16,1998,1997,nodeploy,pass,0,0
31.155,alive,none,none,1,m,68,1998,1989,unavail,driver,0,0
31.155,alive,airbag,belted,0,f,27,1998,1997,nodeploy,pass,0,0
166.348,alive,none,belted,1,m,30,1998,1993,unavail,driver,0,2
394.851,alive,none,belted,1,m,28,1998,1985,unavail,driver,0,0
394.851,alive,none,none,1,m,28,1998,1985,unavail,pass,0,2
1089.212,alive,none,belted,0,m,31,1998,1986,unavail,driver,0,0
27.482,alive,airbag,none,0,m,54,1998,1995,deploy,driver,1,3
27.482,alive,none,belted,1,m,47,1998,1990,unavail,driver,0,1
27.482,alive,none,belted,1,f,31,1998,1990,unavail,pass,0,2
31.155,alive,none,belted,1,f,17,1998,1994,unavail,pass,0,2
31.155,alive,none,belted,1,m,31,1998,1992,unavail,driver,0,3
260.233,alive,airbag,belted,1,m,35,1998,1997,deploy,driver,1,1
887.842,alive,airbag,belted,1,m,49,1998,1997,nodeploy,pass,0,0
32.467,dead,airbag,belted,1,m,66,1998,1995,nodeploy,driver,0,4
31.155,alive,none,belted,1,f,30,1998,1994,unavail,driver,0,3
31.155,alive,none,belted,0,m,24,1998,1992,unavail,driver,0,3
996.642,alive,airbag,belted,0,f,31,1998,1996,nodeploy,driver,0,0
32.467,dead,airbag,none,0,m,33,1998,1993,deploy,driver,1,4
27.482,alive,airbag,belted,1,f,29,1998,1997,deploy,driver,1,3
1066.099,alive,none,belted,1,f,19,1998,1985,unavail,pass,0,1
1066.099,alive,none,belted,0,m,21,1998,1991,unavail,driver,0,0
1066.099,alive,none,belted,0,f,21,1998,1991,unavail,pass,0,2
32.467,alive,none,belted,1,m,31,1998,1982,unavail,driver,0,2
32.467,alive,none,belted,1,m,31,1998,1982,unavail,pass,0,1
4236.77,alive,none,belted,1,f,26,1998,1991,unavail,driver,0,2
229.527,alive,none,belted,0,m,42,1998,1985,unavail,pass,0,1
633.16,alive,none,belted,0,m,18,1998,1985,unavail,driver,0,0
31.155,alive,none,belted,1,m,17,1998,1985,unavail,pass,0,3
27.482,alive,airbag,belted,1,f,24,1998,1994,deploy,driver,1,2
